Rxn_ID,pXRD,Esc_vial site,Amine,Desired In-organic [M],Desired Organic [M],Solvent,Actual In-organic [M],Actual Organic [M],Solvent vol (uL),Anti-Solvent vol (uL),FAH (uL),Image capture interval (Sec),Rxn capturing time,CIF,Crystal score,Humidity/Temp,Rxn.Specifications,Images location,Diffusion data Location ((Lower_meniscus)),Crystal growth data location,Crystal height data location (Lower_meniscus),Liquid_height_and_crystal_start_Old_wrong,Diffusion_height_2,Diffusion_height_3
MA_395_1,NA,A1,ma,0.5,0.75,DMF:DMSO,0.52,0.72,180,800,20,60,25,,1,,https://drive.google.com/drive/folders/1fUPEgoJdbzdMy8l0Tf29H8SRdBjvMAhl?usp=sharing,https://drive.google.com/drive/folders/1tkRO2uA51dNesoxqzjKrfi2n3df7dZlt?usp=sharing,https://docs.google.com/spreadsheets/d/18acX1wCQ5ERuivn2skF15XjnuF6avqoJ6h5Yi2EZ0Z4/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1fcR5nkxQLXO0ITn9edVfNcO_1gEN2_hdCtb09j_aI5I/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1z_tw7U2XRlgEIUYD6SIloijhcq4Qvnw9d-JIIs3sfbY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/17qfctLoCuUSYcgW-0mgEzpUd11d714zMiaMG20FeBk4/edit?usp=sharing
MA_354_5,done,A3,ma,0.5,0.75,GBL:DMF,0.5,0.78,180,800,20,60,17,1469899,4,https://drive.google.com/file/d/1v-bPkF8SThPI4TD0Glpgq12JyTg8Zn_9/view?usp=sharing,https://drive.google.com/drive/folders/1fUPEgoJdbzdMy8l0Tf29H8SRdBjvMAhl?usp=sharing,https://drive.google.com/drive/folders/1UsuJUkCoHKnPgQS2aBtzom0qDQYCW4ca?usp=sharing,https://docs.google.com/spreadsheets/d/1qVJrJiJISIEgWAxBSaHc498YPyO0f5x7sXgbHLaHLfU/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1xnhjLItAUlYS2JlouRnAhNi7LolLYjyup6eeiQBkBxA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1xnhjLItAUlYS2JlouRnAhNi7LolLYjyup6eeiQBkBxA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/17lf7db6AYi9MCk7UsUoX2cUUNCZsHNFMrAPCHTSOQXs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/10ER_vT80rGaeuY-pXBI9--wZmrORG1rPzFf_soiPuio/edit?usp=sharing,https://docs.google.com/spreadsheets/d/19wL1h8Gr6H2CA-EvVare6Aa6vmNTNPiySdseboQBh5Y/edit?usp=sharing
MA_355_1b,done,A1,phenea,0.5,0.75,GBL,0.52,0.75,180,800,20,60,25,1186561,4,https://drive.google.com/file/d/1lhGTxXxMr_uD-j2DmaRAhESgvtbHGD6k/view?usp=sharing,https://drive.google.com/drive/folders/1PwTbxpdysS1Knzm1rI3fy-YfrkZwmR3P?usp=sharing,https://drive.google.com/drive/folders/1inGeg4ZEHS2Ag6Inb1gG1TlBe10OrETR?usp=sharing,https://docs.google.com/spreadsheets/d/1HTCYHWz6swz3ABs7m1fDDYnbg2jOqCtVUtO_ij8hnD0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1Nj3Ut90XMQuSgh63KE8ioDzwZ_AII16S9xRpKbThNIs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1Nj3Ut90XMQuSgh63KE8ioDzwZ_AII16S9xRpKbThNIs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1X90rYmE6vYmWMD_905HcKQflmFHfSBNIGIfBO6b_ozA/edit#gid=172010980,https://docs.google.com/spreadsheets/d/1cNDgKas1tw39F1Mrxj1feiScPDRfgst-BGg-5HJDOIU/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1p502I8lE-4I7LcBNpRz0Zxnct3lCPcFLaEM6yH71yLc/edit?usp=sharing
MA_355_2,NA,C1,phenea,0.5,0.75,DMF,0.5,0.75,180,800,20,60,23,,1,https://drive.google.com/file/d/1UCM7_k7KOAaoqxQSuSgPN_SJS6oyWN9S/view?usp=sharing,https://drive.google.com/drive/folders/1PwTbxpdysS1Knzm1rI3fy-YfrkZwmR3P?usp=sharing,https://drive.google.com/drive/folders/1cPf_Evn0zAI-qHtSX-t9uCnCX1eeqBZi?usp=sharing,https://docs.google.com/spreadsheets/d/18sJ8uLC3_v-3a0TqSpzeTzkgAav855tF1nSvASvO_mA/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1D1qnwz3GXio3WeBnW3RLnmCTRhCdNQcdD6A8HPYvJkw/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1mE4FKY49PoIeRRQYtNwhiMYzcAKUgLn3_eoHFIoNn_0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1NkhrharMoS33UQAZ1FqvYBtFtWleqffs5_lR6IpbTGc/edit?usp=sharing
MA_394_1,NA,A1,phenea,0.5,0.75,DMSO,0.5,0.75,180,800,20,30,25,,1,,https://drive.google.com/drive/folders/1PwTbxpdysS1Knzm1rI3fy-YfrkZwmR3P?usp=sharing,https://drive.google.com/drive/folders/1DQjwkmiA04i4pJwfZto9uCVgXB6PAz3z?usp=sharing,https://docs.google.com/spreadsheets/d/1ISOD5MrrBlbtAVlW6xuTtaOn28oPKSev1uw_YVGo69A/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1zDqkS0Md2vrU0UP5a9KVrUHJwlJ1baMM4agDbpKBhpw/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1_EzqCuWPKJaFmghqamwTQQQlPXxOEoTXEQHgMqCcsRs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1JPMmS41O4NPep6xFRmYu_GH2BGuuERvJNHdQbUjG8rs/edit?usp=sharing
MA_394_2,NA,,phenea,0.5,0.75,DMF:DMSO,0.51,0.75,180,800,20,30,41,,1,,https://drive.google.com/drive/folders/1PwTbxpdysS1Knzm1rI3fy-YfrkZwmR3P?usp=sharing,https://drive.google.com/drive/folders/1xlpcCdyLE_qmG4EgdYOn8YEC6_ypOwW1?usp=sharing,,,,https://docs.google.com/spreadsheets/d/1eQOVxMaxzAb2so0Ii6fYGx92XwW6jKLPxysYG6qEZE0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1Mc874EPO9Iwb7IsvjURygdZqG0Wlrw1Z72u4cBMXXiA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1JAJHszuyi5BILPCRNUpJxOrxEJ5nDenAYLnuF6MwRPI/edit?usp=sharing
MZ_342_1,NA,A3,phenea,0.5,0.75,GBL:DMF,0.5,0.75,180,800,20,30,22,,1,https://drive.google.com/file/d/1YZxpfVwiFMDd9q0bVuhn5pEdorinfnT_/view?usp=sharing,https://drive.google.com/drive/folders/1PwTbxpdysS1Knzm1rI3fy-YfrkZwmR3P?usp=sharing,https://drive.google.com/drive/folders/1tPKi8ttS_wkMP5tTKh4acU0q-9UgtAO4?usp=sharing,https://docs.google.com/spreadsheets/d/1kNVa2-9747Y6eBKSmg0bGi_N_cO_4Eo5iChMgs_oCn4/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1OfMM0R_jhSvrmJmYpUo7rfU5rguLF9vt2RIuqMm0GFc/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1kcqqnJsxCdSLXnfU-2XK_kg_oITPQuOgBnn2wJxooqc/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1_9Rzz9DwFraJDlysVpNeFJbdQMy7q5e7u9HmA0prZgA/edit?usp=sharing
MA_356_2,NA,A1,"1,3-dap",0.5,0.75,DMF,0.51,0.77,180,800,20,60,25,,1,https://drive.google.com/file/d/1IZzcPQgsosxGQPQQ7bk_iVwzAw8I4g0o/view?usp=sharing,https://drive.google.com/drive/folders/17_PamODCMniHz_YTh4EEYyFONomTHS8M?usp=sharing,https://drive.google.com/drive/folders/1PjhaHqTRxbNpR_JIlP3e-gjW6m42I3e4?usp=sharing,https://docs.google.com/spreadsheets/d/1rwvHcVpUX_5KNdrtWQ_tqWK5lWlfqKSKOAHYcTairpE/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1M0rhpQtetKGgcbqBZ74RVEk6zwd7dbBH6jKmAfdiaXk/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1QOSsPwykoOk5Heewf3sA5awEIwJQrAk-g_qMHHDOFO8/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1S3THKEO6lcVm_ke8H_ZQWaLARDyJxiRFdBhCDa-FfCA/edit?usp=sharing
MA_396_1,NA,A1,"1,3-dap",0.5,0.75,DMSO,0.51,0.74,180,800,20,60,29,,1,,https://drive.google.com/drive/folders/17_PamODCMniHz_YTh4EEYyFONomTHS8M?usp=sharing,https://drive.google.com/drive/folders/1kMiD8ZkNXK3ksCKB9ubwRETPz-Mgzq9P?usp=sharing,https://docs.google.com/spreadsheets/d/1S9aCrAZz9gz5oV8-Ij4yOSlnbqyy-8Dl6Bj6xtej8AI/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1mZ0-HQ0gAWkvTNJ9nrDdaF-6sXYxAH9xw3mFmyzBlCs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/19NWk0KN8vqYM9TSr7Jttg29J643tYDuV8SIj7iLD_i0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1k2zR1G87M7S_uJVCFhZMubZUlmZO9-_nafsVcoF5ADE/edit?usp=sharing
MA_356_4,NA,E1,"1,3-dap",0.5,0.75,DMF:DMSO,0.52,0.78,180,800,20,60,23,,1,https://drive.google.com/file/d/1MFQ5JbcffGj2bEKm_pDUkjBeYCy5QV_-/view?usp=sharing,https://drive.google.com/drive/folders/17_PamODCMniHz_YTh4EEYyFONomTHS8M?usp=sharing,https://drive.google.com/drive/folders/1rDrVailhJd4duN7vPitSwp203Dgbc2NJ?usp=sharing,https://docs.google.com/spreadsheets/d/1mSz8621xwRBLzWbnZZZANg_9P3OTwRAmIRtqqfs6x78/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1vqXeZFSHocgVgdYvjF2rYfdW_1ijhuQg7nZu69sxsXs/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1_hjkLMUFkxQD13LoKmqeeDpf2LjJ7-fIh8IaCp3enJA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1QYUlT0dMeCxWmEmuEbxnqV4QV2eeA_Cphe5-y-5fy3c/edit?usp=sharing
MA_356_5,done,G1,"1,3-dap",0.5,0.75,GBL:DMF,0.51,0.78,180,800,20,60,15,1313585,4,https://drive.google.com/file/d/15b2JjWZZehaewEKVmD9dSy05F1EWW-iU/view?usp=sharing,https://drive.google.com/drive/folders/17_PamODCMniHz_YTh4EEYyFONomTHS8M?usp=sharing,https://drive.google.com/drive/folders/1dkbnrwO46iWMzUAmCgNEJ4or-DeNK3QD?usp=sharing,https://docs.google.com/spreadsheets/d/1wPi_2a_f-U9lDfhLoMAixgg4RyOl9gXXBRnh4A8CNXg/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1IZ3XsgbwWgGSpk4yJf4EcMs-fYg7moCcxFnnPqy2k40/edit?usp=sharing,,https://docs.google.com/spreadsheets/d/1UtcwiE2EU-NtvWqTueNjhA9usH7GWY2TuzN4EnojNXU/edit?usp=sharing,https://docs.google.com/spreadsheets/d/186rn5tjl78QXewEHTDjgr-Jn9c_qFuj4QRga17vBUE8/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1NrVDXxJIyzJg4YvVf8XbEEaBzI7DtwLuk09CZaK1o3s/edit?usp=sharing
MA_357_2,done,C1,dmed,0.5,0.75,DMF,0.5,0.72,180,800,20,60,23,ajn21-003,4,https://drive.google.com/file/d/1Hd0rEMcK7Hau2J6vff_6YgG8OL8myw38/view?usp=sharing,https://drive.google.com/drive/folders/1C0mJT2tyzdMzvooQD3MAKWcVZJ-MU8FG?usp=sharing,https://drive.google.com/drive/folders/1W7tRwHBcpkr3J3LAE_C9EUMDYtU0zc0L?usp=sharing,https://docs.google.com/spreadsheets/d/1_bVAJ4NsP35HpgQ18FfvTak4TWFi-atv6Gn98RjpWec/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1DjbDaHG6SHHVZAiRtUTGJ41neoU0ORHUH0ztSZvJac0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1DjbDaHG6SHHVZAiRtUTGJ41neoU0ORHUH0ztSZvJac0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1X4-bzTQb6DpZewEM5UkV1x3zXvNEp-OdTfFOOkxSXoc/edit#gid=415583891,https://docs.google.com/spreadsheets/d/1aTUGrbhQX4HsGBhZEEdlT46sotmF2LkjcS9CHnp3XAo/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1-RegH-qP6fzoh9KzdwFkQti8jxLSasWz12dOHChv5oM/edit?usp=sharing
MA_380_7,done,A1,dmed,0.5,0.75,DMSO,0.51,0.71,180,800,20,60,22,ajn20-016,4,https://drive.google.com/file/d/1v-n6_B9_IweQ1gi9IDBYZAyEhsaBS7_q/view?usp=sharing,https://drive.google.com/drive/folders/1C0mJT2tyzdMzvooQD3MAKWcVZJ-MU8FG?usp=sharing,https://drive.google.com/drive/folders/1LXQFHoJb5p0qb_I5Gp9DFKNB6ESLVU6-?usp=sharing,https://docs.google.com/spreadsheets/d/1pju332b6cQ219H9garRCR7UKhBTVszHTA-MKzSyXV78/edit?usp=sharing,,https://docs.google.com/spreadsheets/d/19BrTBiXOZ0tj1HQ-Fj23J0OoRXk-G5FWI2uZefoPMdk/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1_bs30PzkZtsuzLiyan8qpzHtidqwAsrPcW-txkJhPNE/edit#gid=924562976,https://docs.google.com/spreadsheets/d/1xDuB0DORrWxQfD2v-YHSEhLYOfGl4YU8XIw32tid1fM/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1WpQJ-ykfljFAZZrBPXNM_hz5lAB9sY3sFk8x5IZAPko/edit?usp=sharing
MA_397_1,done,A1,dmed,0.5,0.75,DMF:DMSO,0.5,0.72,180,800,20,60,39,ajn20-016,3,,https://drive.google.com/drive/folders/1C0mJT2tyzdMzvooQD3MAKWcVZJ-MU8FG?usp=sharing,https://drive.google.com/drive/folders/16zfEuMRIbMVesylEoj9GEcI_PlfJNZnb?usp=sharing,https://docs.google.com/spreadsheets/d/1Q81MogckR5PONafb7w0FYxZGGTn_jP_xKsEt2qXN2G4/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1dPoXcdTfPXq0YueBBtPIJfXNOIr_tlrSJk3un_MRLS0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1dPoXcdTfPXq0YueBBtPIJfXNOIr_tlrSJk3un_MRLS0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1GzVpYIkGkO_F6kT4Z9RqkOJQ1vRJHgPu7i7Vf9CCt9w/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1PxswHM_Uc9gmDKmErZ9VwuXFz2bq6Cmg6OBQMLkpPsg/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1oDvPfWLTQD2gkUP_kppQ9E8ZEQTKfKhkEwi-zdzsMuI/edit?usp=sharing
MA_357_5,done,A3,dmed,0.5,0.75,GBL:DMF,0.52,0.73,180,800,20,60,16,ajn19-019,4,https://drive.google.com/file/d/12yyCMD-MAaqqKLdS1W8pBjaY6AWaPTpf/view?usp=sharing,https://drive.google.com/drive/folders/1C0mJT2tyzdMzvooQD3MAKWcVZJ-MU8FG?usp=sharing,https://drive.google.com/drive/folders/1cbTk9WAOWfzr2U9IKxg1pBiYhC3zdsc0?usp=sharing,https://docs.google.com/spreadsheets/d/12mJ9tbQ8oyM25DoKXMHtgb4qEMCgMuOoVA3ufcQuhTw/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1TKHLdkdbuKLWeP68s2fmZF58HISaFYYs8Edpwhx8_A0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1TKHLdkdbuKLWeP68s2fmZF58HISaFYYs8Edpwhx8_A0/edit?usp=sharing,https://docs.google.com/spreadsheets/d/16nd7tan7-drn7IabNf2XBORfHfpxqgRwt4A-_sXRuyA/edit#gid=1043115647,https://docs.google.com/spreadsheets/d/13cb_J8vV3xEtbQRQgVORiQauO-l9sIq6bJt0ToEyQAo/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1OJb8g2lcdPyTP3UNuEryqjFqYu6tjwfzZeEqDn5Gt_0/edit?usp=sharing
MA_338_2,done,A1,dedap,0.5,0.75,GBL,0.5,0.76,180,800,20,60,19,ajn19-018,4,,https://drive.google.com/drive/folders/164WAPVv8vn9oPmjNPpVTS2Ef8KKsz0IQ?usp=sharing,https://drive.google.com/drive/folders/1IcLkwAqE3BFl1AIWgTFJgigOe-0QfMQa?usp=sharing,https://docs.google.com/spreadsheets/d/1nk-vyaI8uVBnP_pdXWCgCPBCbI2DkZtMPiSlbR6RopY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1pnEhdlRYvEJUUIvblc2lVvQGpUMT9h6_hT60RjEHwaQ/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1pnEhdlRYvEJUUIvblc2lVvQGpUMT9h6_hT60RjEHwaQ/edit?usp=sharing,https://docs.google.com/spreadsheets/d/16cID57QXVDS9_AizCuRpWpGRSJDg4gJGWPk24x_gM-8/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1tu574Ie2yQX7do1c2rWHVlIkvnXsDAUd6Wl7h6YUGjg/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1plu5qNLO71nDaRek732P_uHugeJYvC-6FJQ1hS6znYU/edit?usp=sharing
MZ_341_1,NA,C1,dedap,0.5,0.75,DMF,0.5,0.7,180,800,20,30,24,,1,https://drive.google.com/file/d/1yVM-Cqvp73un0f-iWKJqa10cdWiDZv_w/view?usp=sharing,https://drive.google.com/drive/folders/164WAPVv8vn9oPmjNPpVTS2Ef8KKsz0IQ?usp=sharing,https://drive.google.com/drive/folders/1pNRUd-02HssycsaBxQfRAv89jbP0bre9?usp=sharing,https://docs.google.com/spreadsheets/d/1tnOePUGzW39V8u2lQLxY1p8u2TIj7op919I4I2f2Kto/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1cM1TvjPqGiGVqcdU3zsOZE1cAjwNQd7z5nydR1OVDGk/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1k16j9CfkAHqCjo_jV9a-agtRLKXbUFK08c5l_8TqRyc/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1bqH-NEwGogSQ1a8XGWeq78LcPJEQkZFq4HaroTSz31A/edit?usp=sharing
MA_338_4,NA,E1,dedap,0.5,0.75,DMSO,0.54,0.74,180,800,20,60,20,,1,https://drive.google.com/file/d/1t0vSx5tme1WrLvI_Z4vCPgAK6Er29rXo/view?usp=sharing,https://drive.google.com/drive/folders/164WAPVv8vn9oPmjNPpVTS2Ef8KKsz0IQ?usp=sharing,https://drive.google.com/drive/folders/13bBmPfgTCLcPABTjOJlOuDS6WAp12wTc?usp=sharing,https://docs.google.com/spreadsheets/d/1i1wRH2-BbY90LykHtN36Xw6WPHajP2vvTKND4u_otvM/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1I6H2ZUoDMpTuwxocynPjjsgemLUfj2x82fdGxb0Tfx4/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1g138CgBjq9OB0EipQkIg2netDLvvl8kHBBiJr4dEpb4/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1_pxncmaGNUyihzJCoWmZH7IhkCHkp8p5GQGNJqoNMS8/edit?usp=sharing
MZ_341_2,NA,G1,dedap,0.5,0.75,DMF:DMSO,0.5,0.72,180,800,20,30,25,,1,https://drive.google.com/file/d/1p_zF50PJyzTUioSegBJOSSM0aEiXaarE/view?usp=sharing,https://drive.google.com/drive/folders/164WAPVv8vn9oPmjNPpVTS2Ef8KKsz0IQ?usp=sharing,https://drive.google.com/drive/folders/1xTtxRlAr1S9tvrUPqdA5NeiFA8Of1z-s?usp=sharing,https://docs.google.com/spreadsheets/d/10WnkWkOZxhnlqtnt8ICfEn8VmImO3AN6G9HtmdxqlC4/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1xDhLrv12AH3losC5SKAYbiic_0Km1B1nOKwA9KJXuO8/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1rbSDs8I23DRuvnTbg0mrQyu7ptooQTy4kgAinvf9qdY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1jy7rIUyZ2E4FNuScMMyo8C97Kv1o2FEZ5yrjg-1caxI/edit?usp=sharing
MZ_341_3,done,A3,dedap,0.5,0.75,GBL:DMF,0.51,0.75,180,800,20,30,33,ajn19-018,4,https://drive.google.com/file/d/1YvDL_0Es8HYIQE7hYIkFsWI7uLK8DRJL/view?usp=sharing,https://drive.google.com/drive/folders/164WAPVv8vn9oPmjNPpVTS2Ef8KKsz0IQ?usp=sharing,https://drive.google.com/drive/folders/1RKfssyNI9I_ia1XfWh9VqwtOVrSpg5_w?usp=sharing,https://docs.google.com/spreadsheets/d/1FOqSKYMuv1ubfCyWA2I0r61mrHPcY2Mi50nuPFMy2ww/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1J5VSkKv2HbMSOijWxNBeS5iuRedbrTJM5oizElXgZFg/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1MInm4N_DSAY8uv6z5nAOsi5GNDTGe8I5AFArSleGCLw/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1hnjRxJP3fzlIdafQn7PJmj_LZ48rtN7cQEYzTVU8R5w/edit?usp=sharing
MA_358_2,done,A1,dabz,0.5,0.75,DMF,0.51,0.72,180,800,20,60,20,ajn21-004,4,https://drive.google.com/file/d/18YFx_5rvI3VlzuCbckDBGDzX4DqlKFN_/view?usp=sharing,https://drive.google.com/drive/folders/1RNMLAv97FGFGFKeKCoRrxlga4lPVZPMN?usp=sharing,https://drive.google.com/drive/folders/1ILyQtpFg7OZqbR_gI4QVyzp3k1987Lx7?usp=sharing,https://docs.google.com/spreadsheets/d/1hQ9Vd9OXLEyYEOqaN_pVcsFFfoZ8Gm6_oRA7R_i0LOE/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1SHJmcZJpK9y5w5nernovyI0yO7EpD-O9Enql2uM_3LA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1SHJmcZJpK9y5w5nernovyI0yO7EpD-O9Enql2uM_3LA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1U0v97oWncPGNrxmNc0ME5QgDRkCR_fzBanuud9gvvWY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1mu_qESZjzXy7122DFojIRL_L4-UxXWGRa-24KEnfRG8/edit?usp=sharing,https://docs.google.com/spreadsheets/d/12qIFvGZoK97ivgUT5YMSHtYejVyRW1Du1fnOAyMrAiw/edit?usp=sharing
MA_334_3,NA,C1,dabz,0.5,0.75,DMSO,0.56,0.72,180,800,20,60,27,,1,https://drive.google.com/file/d/1WXpQwu341h2Md4iCoZXuC0L7r7w3psiZ/view?usp=sharing,https://drive.google.com/drive/folders/1RNMLAv97FGFGFKeKCoRrxlga4lPVZPMN?usp=sharing,https://drive.google.com/drive/folders/1kGv2_WC2V91VzWt7XhYbeB8oPtPNydnV?usp=sharing,https://docs.google.com/spreadsheets/d/187AJJoBoFS6NH-kyFkuEpsIIj3jZVymaPg_tWKPet2M/edit?usp=sharing,,,https://docs.google.com/spreadsheets/d/1GOW31Jf8mLlCCKMRPgdRtVrlpCwOQ8ttEkm7vF8R4xQ/edit#gid=1178730358,https://docs.google.com/spreadsheets/d/1CQMbEp8MKaFV3gg4v_et_-jY5RXGEAM1WRYUw3Jb9nY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1d0cLnkcmtrfQdnNFF6Ao8TS-Q5XcDlu0eCSS_it1lTQ/edit?usp=sharing
MA_358_4,done,E1,dabz,0.5,0.75,DMF:DMSO,0.52,0.74,180,800,20,60,20,ajn19-015,3,https://drive.google.com/file/d/19Xtn8-Ry_rcuW2TSVONsYNCPvh0I-M9Q/view?usp=sharing,https://drive.google.com/drive/folders/1RNMLAv97FGFGFKeKCoRrxlga4lPVZPMN?usp=sharing,https://drive.google.com/drive/folders/1ud7C1RHFMtEH5pY553ACEEqGoVrdd46F?usp=sharing,https://docs.google.com/spreadsheets/d/1Dcdwyv5brj9xrqr0yJIbGh_HImA9mlxu60BtDF62S5s/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1firac2IYnqZqCM24HmQh26OaG6WJ4cLXXWX-Ao6VoIA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1firac2IYnqZqCM24HmQh26OaG6WJ4cLXXWX-Ao6VoIA/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1DJhVEsVsRjzKGb33rBfql4g0YCkbX7xZ37XbJ68eQtc/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1FIqlQ9adYbclBLs_WS3ElsdcCKsdaoepTIREYiymFFM/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1RhVhG1UrknVxNGT0pu12ZmIvDVNlqMbLSd3wIX20uTo/edit?usp=sharing
MA_358_5,done,C1,dabz,0.5,0.75,GBL:DMF,0.5,0.75,180,800,20,60,19,ajn20-015,4,https://drive.google.com/file/d/1KCF9cd8-KzfFjTMx8L4UY3DfunFm1BTQ/view?usp=sharing,https://drive.google.com/drive/folders/1RNMLAv97FGFGFKeKCoRrxlga4lPVZPMN?usp=sharing,https://drive.google.com/drive/folders/1VjCCxJ_0BxjGJixp8Fwy7c-sXNrC23np?usp=sharing,https://docs.google.com/spreadsheets/d/1pskf0-lE4hSQUEGZJ6mDwy48s5s7WMYUVQGshfzYRsY/edit?usp=sharing,https://docs.google.com/spreadsheets/d/113mBitoO8oYOPdvCrZpJNUg50bLWbGm4gZjx1ErcwHk/edit?usp=sharing,https://docs.google.com/spreadsheets/d/113mBitoO8oYOPdvCrZpJNUg50bLWbGm4gZjx1ErcwHk/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1N6w91pvHTLzMDjRANmh9rQTZRfTfmTrNnnd6O-Rl-rM/edit?usp=sharing,https://docs.google.com/spreadsheets/d/144AeU6bEVk-1Xo2wgHe1DztvUYjr2cy2WCk1JwgT8MI/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1HET61FbWcIitV9uX_pnNk_6LVymVoig6WI5sbMbZyQ0/edit?usp=sharing